smiles,mol,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_P_atoms,num_of_S_atoms
COc1ccccc1COC1CCN(C(=O)[C@H]2CCC[C@@H](C)C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27bc0>,21,3,1,0,0
CC(=O)O[C@H]1CC[C@H]2[C@H]3C[C@H](OC(C)=O)[C@]45C[C@H]4CC[C@]5(C)[C@@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27c30>,23,4,0,0,0
CCCn1nnnc1CN1CC[C@]2(C1)NC(=O)N(C(C)C)C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27ca0>,14,2,7,0,0
CC1=C(C(=O)OCC(C)C)[C@H](c2cccc(F)c2)c2c(n(C)c(=O)n(C)c2=O)N1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27d10>,21,4,3,0,0
Cc1cc(C)c2c(-c3ccccc3)nc(SCC(=O)NC3CC3)n2n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27d80>,19,1,4,0,1
COc1cc2c(cc1OC)[C@H](C(=O)[O-])[C@H](c1cccc(Cl)c1)N(C)C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27df0>,19,5,1,0,0
COCCN1C(=O)CC[C@@H]2C[NH+](Cc3cc(C)ccc3C)CC[C@@H]21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27e60>,20,2,2,0,0
Cc1cnc([C@H](C)NC(=O)NNC(=O)Nc2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27ed0>,14,2,5,0,1
CNC(=O)c1ccc(NC(=O)c2csc(-c3ccccc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4a27f40>,18,2,3,0,1
CNc1nc(C2CCN(C(=O)Cc3ccccn3)CC2)[nH+]c2c1CN(C(C)=O)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34040>,22,2,6,0,0
Cc1cc(C)n(C[C@@H](C)CNC(=O)NCc2cc3ccccc3o2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e340b0>,19,2,4,0,0
Cc1nc2n(n1)C[C@H]([NH2+]C[C@@H](O)CN(C)Cc1ccccc1)CC2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34120>,18,1,5,0,0
c1ccc(Cn2c(SCc3ncon3)nnc2-c2cccs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34190>,16,1,5,0,2
COc1ccc(-n2nc(C)c3c2C[C@H](c2cc(OC)c(OC)c(OC)c2)CC3=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34200>,24,5,2,0,0
COc1ccc(OC)c(/C=C/C(=O)OCC(C)C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34270>,15,4,0,0,0
C[C@H](NC(=O)[C@H]1CC[C@H](C[NH3+])O1)C(=O)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e342e0>,11,3,3,0,0
Cc1cccc(C(C)C)c1NC(=O)[C@@H](C)Sc1nnc(-c2cccs2)n1N,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34350>,19,1,5,0,2
Cn1cc(C(=O)Nc2ccccc2C(=O)NCCc2ccccc2)c(=O)c2cccn21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e343c0>,24,3,4,0,0
Cc1ccccc1[C@@H]1C[C@H](C)N(C(=O)[C@@H](C)Sc2ccccn2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34430>,20,1,2,0,1
Cc1occc1C(=O)/C(C#N)=C/c1ccc([C@@H]2C[C@H]2C)o1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e344a0>,17,3,1,0,0
CC[C@](C)(C[NH3+])[C@H](O)c1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34510>,13,3,1,0,0
CCc1nn(CC)c(C[C@@]2(C3CC3)CCC[NH2+]2)c1Br,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34580>,15,0,3,0,0
CC(=O)Nc1ccc(CN2CC[NH+](C3CCCC3)[C@H](CCO)C2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e345f0>,20,2,3,0,0
COc1ccc([C@H](O)[C@@H](C)NC(=O)[C@@H](C)SC)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34660>,14,3,1,0,1
CCC(=O)N1CCC[C@@H]1c1cc(C(F)(F)F)c2c(=O)n(C)c(=O)n(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e346d0>,17,3,4,0,0
C[C@H]([NH3+])[C@@H](CC(=O)[O-])c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34740>,11,2,1,0,0
Cc1ccc([C@H]2C3=C(NC(=O)N2C)c2ccccc2C3=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e347b0>,19,2,2,0,0
C[C@@]1(Cc2ccc3c(c2)OCO3)CCC(=O)N(CCc2ccc(O)cc2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34820>,22,4,1,0,0
Cc1cc(C)cc(O[C@H]2CCCC(C)(C)[C@@H]2O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34890>,16,2,0,0,0
Cc1c(-c2nc(-c3cccs3)no2)sc2nc[nH]c(=O)c12,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34900>,13,2,4,0,2
COc1cc([C@H]2C(C(=O)Nc3ccccn3)=C(C)NC3=C2C(=O)CCC3)ccc1OCc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34970>,30,4,3,0,0
COc1cc(C)c([C@@H](C)NC2CC[NH+]([C@H]3CCCC[C@@H]3O)CC2)cc1OC,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e349e0>,22,3,2,0,0
C[C@@H]1CCC[C@@H](NS(=O)(=O)Cc2cccc(N)c2)C1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34a50>,14,2,2,0,1
CCCN1C(N)=[NH+]C[C@@H]1c1cc(Cl)c2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34ac0>,13,2,3,0,0
CC(C)C[C@@H](NC(=O)[C@@H]1C[C@@H]1c1cccc(Cl)c1Cl)C(=O)Nc1cc[nH]n1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34b30>,19,2,4,0,0
Cc1nc(CCC[NH+]2CCC[C@H]2C(N)=O)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34ba0>,12,1,3,0,1
NC(=O)COc1cccc(CNC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34c10>,18,3,3,0,0
COc1ccc(CNC(=O)c2cc(=O)c3ccc(Br)cc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34c80>,18,4,1,0,0
CC[C@@H](C)c1ccccc1N1C[C@H](C(=O)N2CCN(C)CC2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34cf0>,20,2,3,0,0
CC[NH2+][C@H](Cc1ccccc1Cl)[C@H]1C[NH+](C)CCN1C,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34d60>,16,0,3,0,0
C[NH+]1CCC(N[C@@H]2CC(=O)N(CCc3cccc(Cl)c3)C2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34dd0>,18,1,3,0,0
CCN1CC(=O)Nc2cc(C(=O)NC3CC[NH+](C4CCCC4)CC3)ccc21,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34e40>,21,2,4,0,0
COc1ccc(Br)cc1/C=C/C(=O)N1CCN(C(=O)c2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34eb0>,21,3,2,0,0
NC(=O)COc1ccc(C(=O)N[C@H]2CCCc3ccccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34f20>,19,3,2,0,0
O=C(COc1ncnc2ccc(Br)cc12)Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e34f90>,16,2,3,0,0
C[C@@H](c1ccc(Cl)cc1Cl)N(C)C(=O)c1ccc(NC(N)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e35000>,17,2,3,0,0
Cc1ccc(N2C(=O)[C@@H](Cc3cccc(C)c3)S/C2=C(/C#N)C(N)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e35070>,21,2,3,0,1
CC(C)CN(C(=O)NCc1ccc(C(F)(F)F)cc1)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e350e0>,16,1,2,0,0
ClCCc1nc2cccnc2n1CCn1cccn1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e35150>,13,0,5,0,0
CC[C@@](C)([C@@H]([NH3+])c1cc(Br)ccc1F)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e351c0>,15,1,2,0,0
Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e35230>,17,5,2,0,0
CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@H](OS(C)(=O)=O)[C@H]2O1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e352a0>,13,8,0,0,1
Cc1cccc([C@H](CCl)CCC[C@@H]2CCCO2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f09c4e35310>,16,1,0,0,0
